,Compound,Date,Media Outlet,Negative,Neutral,Positive,Tweets Ago
55,0.1531,Wed Aug 29 03:55:09 +0000 2018,@CNN,0.685,0.165,0.149,56
56,0.34,Wed Aug 29 03:46:48 +0000 2018,@CNN,0.727,0.105,0.168,57
57,-0.3182,Wed Aug 29 03:46:04 +0000 2018,@CNN,0.901,0.099,0.0,58
58,0.128,Wed Aug 29 03:42:19 +0000 2018,@CNN,0.93,0.0,0.07,59
59,0.0,Wed Aug 29 03:31:05 +0000 2018,@CNN,1.0,0.0,0.0,60
60,0.7906,Wed Aug 29 06:16:00 +0000 2018,@CNN,0.72,0.0,0.28,61
61,-0.8709,Wed Aug 29 06:01:02 +0000 2018,@CNN,0.575,0.425,0.0,62
62,0.0,Wed Aug 29 05:46:00 +0000 2018,@CNN,1.0,0.0,0.0,63
63,-0.7003,Wed Aug 29 05:31:12 +0000 2018,@CNN,0.756,0.244,0.0,64
64,0.4939,Wed Aug 29 05:31:08 +0000 2018,@CNN,0.849,0.0,0.151,65
65,-0.7184,Wed Aug 29 05:16:00 +0000 2018,@CNN,0.727,0.273,0.0,66
66,0.0,Wed Aug 29 05:04:36 +0000 2018,@CNN,1.0,0.0,0.0,67
67,-0.5563,Wed Aug 29 05:01:05 +0000 2018,@CNN,0.841,0.159,0.0,68
68,0.0,Wed Aug 29 04:46:00 +0000 2018,@CNN,1.0,0.0,0.0,69
69,0.4215,Wed Aug 29 04:31:01 +0000 2018,@CNN,0.865,0.0,0.135,70
70,0.1027,Wed Aug 29 04:18:20 +0000 2018,@CNN,0.619,0.155,0.227,71
71,0.0,Wed Aug 29 04:16:00 +0000 2018,@CNN,1.0,0.0,0.0,72
72,0.6486,Wed Aug 29 04:02:08 +0000 2018,@CNN,0.741,0.0,0.259,73
73,0.5251,Wed Aug 29 03:57:01 +0000 2018,@CNN,0.855,0.0,0.145,74
74,0.5719,Wed Aug 29 03:56:12 +0000 2018,@CNN,0.791,0.0,0.209,75
75,0.1531,Wed Aug 29 03:55:09 +0000 2018,@CNN,0.685,0.165,0.149,76
76,0.34,Wed Aug 29 03:46:48 +0000 2018,@CNN,0.727,0.105,0.168,77
77,-0.3182,Wed Aug 29 03:46:04 +0000 2018,@CNN,0.901,0.099,0.0,78
78,0.128,Wed Aug 29 03:42:19 +0000 2018,@CNN,0.93,0.0,0.07,79
79,0.0,Wed Aug 29 03:31:05 +0000 2018,@CNN,1.0,0.0,0.0,80
80,0.7906,Wed Aug 29 06:16:00 +0000 2018,@CNN,0.72,0.0,0.28,81
81,-0.8709,Wed Aug 29 06:01:02 +0000 2018,@CNN,0.575,0.425,0.0,82
82,0.0,Wed Aug 29 05:46:00 +0000 2018,@CNN,1.0,0.0,0.0,83
83,-0.7003,Wed Aug 29 05:31:12 +0000 2018,@CNN,0.756,0.244,0.0,84
84,0.4939,Wed Aug 29 05:31:08 +0000 2018,@CNN,0.849,0.0,0.151,85
85,-0.7184,Wed Aug 29 05:16:00 +0000 2018,@CNN,0.727,0.273,0.0,86
86,0.0,Wed Aug 29 05:04:36 +0000 2018,@CNN,1.0,0.0,0.0,87
87,-0.5563,Wed Aug 29 05:01:05 +0000 2018,@CNN,0.841,0.159,0.0,88
88,0.0,Wed Aug 29 04:46:00 +0000 2018,@CNN,1.0,0.0,0.0,89
89,0.4215,Wed Aug 29 04:31:01 +0000 2018,@CNN,0.865,0.0,0.135,90
90,0.1027,Wed Aug 29 04:18:20 +0000 2018,@CNN,0.619,0.155,0.227,91
91,0.0,Wed Aug 29 04:16:00 +0000 2018,@CNN,1.0,0.0,0.0,92
92,0.6486,Wed Aug 29 04:02:08 +0000 2018,@CNN,0.741,0.0,0.259,93
93,0.5251,Wed Aug 29 03:57:01 +0000 2018,@CNN,0.855,0.0,0.145,94
94,0.5719,Wed Aug 29 03:56:12 +0000 2018,@CNN,0.791,0.0,0.209,95
95,0.1531,Wed Aug 29 03:55:09 +0000 2018,@CNN,0.685,0.165,0.149,96
96,0.34,Wed Aug 29 03:46:48 +0000 2018,@CNN,0.727,0.105,0.168,97
97,-0.3182,Wed Aug 29 03:46:04 +0000 2018,@CNN,0.901,0.099,0.0,98
98,0.128,Wed Aug 29 03:42:19 +0000 2018,@CNN,0.93,0.0,0.07,99
99,0.0,Wed Aug 29 03:31:05 +0000 2018,@CNN,1.0,0.0,0.0,100
0,0.0,Wed Aug 29 06:22:52 +0000 2018,@FoxNews,1.0,0.0,0.0,1
1,0.25,Wed Aug 29 06:15:00 +0000 2018,@FoxNews,0.769,0.094,0.137,2
2,-0.5859,Wed Aug 29 06:07:00 +0000 2018,@FoxNews,0.625,0.306,0.069,3
3,0.4404,Wed Aug 29 06:00:03 +0000 2018,@FoxNews,0.669,0.105,0.226,4
4,0.0,Wed Aug 29 05:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,5
5,0.0,Wed Aug 29 05:45:00 +0000 2018,@FoxNews,1.0,0.0,0.0,6
6,-0.3182,Wed Aug 29 05:38:00 +0000 2018,@FoxNews,0.784,0.216,0.0,7
7,0.0,Wed Aug 29 05:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,8
8,-0.3818,Wed Aug 29 05:23:00 +0000 2018,@FoxNews,0.86,0.14,0.0,9
9,0.4404,Wed Aug 29 05:15:00 +0000 2018,@FoxNews,0.847,0.0,0.153,10
10,0.128,Wed Aug 29 05:07:00 +0000 2018,@FoxNews,0.889,0.0,0.111,11
11,0.0,Wed Aug 29 05:00:00 +0000 2018,@FoxNews,1.0,0.0,0.0,12
12,0.0,Wed Aug 29 04:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,13
13,-0.296,Wed Aug 29 04:45:00 +0000 2018,@FoxNews,0.82,0.18,0.0,14
14,0.0,Wed Aug 29 04:38:00 +0000 2018,@FoxNews,1.0,0.0,0.0,15
15,0.0,Wed Aug 29 04:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,16
16,0.0,Wed Aug 29 04:23:00 +0000 2018,@FoxNews,1.0,0.0,0.0,17
17,0.0,Wed Aug 29 04:16:44 +0000 2018,@FoxNews,1.0,0.0,0.0,18
18,-0.5994,Wed Aug 29 04:11:38 +0000 2018,@FoxNews,0.755,0.245,0.0,19
19,0.6124,Wed Aug 29 04:08:00 +0000 2018,@FoxNews,0.75,0.0,0.25,20
20,0.0,Wed Aug 29 06:22:52 +0000 2018,@FoxNews,1.0,0.0,0.0,21
21,0.25,Wed Aug 29 06:15:00 +0000 2018,@FoxNews,0.769,0.094,0.137,22
22,-0.5859,Wed Aug 29 06:07:00 +0000 2018,@FoxNews,0.625,0.306,0.069,23
23,0.4404,Wed Aug 29 06:00:03 +0000 2018,@FoxNews,0.669,0.105,0.226,24
24,0.0,Wed Aug 29 05:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,25
25,0.0,Wed Aug 29 05:45:00 +0000 2018,@FoxNews,1.0,0.0,0.0,26
26,-0.3182,Wed Aug 29 05:38:00 +0000 2018,@FoxNews,0.784,0.216,0.0,27
27,0.0,Wed Aug 29 05:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,28
28,-0.3818,Wed Aug 29 05:23:00 +0000 2018,@FoxNews,0.86,0.14,0.0,29
29,0.4404,Wed Aug 29 05:15:00 +0000 2018,@FoxNews,0.847,0.0,0.153,30
30,0.128,Wed Aug 29 05:07:00 +0000 2018,@FoxNews,0.889,0.0,0.111,31
31,0.0,Wed Aug 29 05:00:00 +0000 2018,@FoxNews,1.0,0.0,0.0,32
32,0.0,Wed Aug 29 04:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,33
33,-0.296,Wed Aug 29 04:45:00 +0000 2018,@FoxNews,0.82,0.18,0.0,34
34,0.0,Wed Aug 29 04:38:00 +0000 2018,@FoxNews,1.0,0.0,0.0,35
35,0.0,Wed Aug 29 04:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,36
36,0.0,Wed Aug 29 04:23:00 +0000 2018,@FoxNews,1.0,0.0,0.0,37
37,0.0,Wed Aug 29 04:16:44 +0000 2018,@FoxNews,1.0,0.0,0.0,38
38,-0.5994,Wed Aug 29 04:11:38 +0000 2018,@FoxNews,0.755,0.245,0.0,39
39,0.6124,Wed Aug 29 04:08:00 +0000 2018,@FoxNews,0.75,0.0,0.25,40
40,0.0,Wed Aug 29 06:22:52 +0000 2018,@FoxNews,1.0,0.0,0.0,41
41,0.25,Wed Aug 29 06:15:00 +0000 2018,@FoxNews,0.769,0.094,0.137,42
42,-0.5859,Wed Aug 29 06:07:00 +0000 2018,@FoxNews,0.625,0.306,0.069,43
43,0.4404,Wed Aug 29 06:00:03 +0000 2018,@FoxNews,0.669,0.105,0.226,44
44,0.0,Wed Aug 29 05:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,45
45,0.0,Wed Aug 29 05:45:00 +0000 2018,@FoxNews,1.0,0.0,0.0,46
46,-0.3182,Wed Aug 29 05:38:00 +0000 2018,@FoxNews,0.784,0.216,0.0,47
47,0.0,Wed Aug 29 05:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,48
48,-0.3818,Wed Aug 29 05:23:00 +0000 2018,@FoxNews,0.86,0.14,0.0,49
49,0.4404,Wed Aug 29 05:15:00 +0000 2018,@FoxNews,0.847,0.0,0.153,50
50,0.128,Wed Aug 29 05:07:00 +0000 2018,@FoxNews,0.889,0.0,0.111,51
51,0.0,Wed Aug 29 05:00:00 +0000 2018,@FoxNews,1.0,0.0,0.0,52
52,0.0,Wed Aug 29 04:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,53
53,-0.296,Wed Aug 29 04:45:00 +0000 2018,@FoxNews,0.82,0.18,0.0,54
54,0.0,Wed Aug 29 04:38:00 +0000 2018,@FoxNews,1.0,0.0,0.0,55
55,0.0,Wed Aug 29 04:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,56
56,0.0,Wed Aug 29 04:23:00 +0000 2018,@FoxNews,1.0,0.0,0.0,57
57,0.0,Wed Aug 29 04:16:44 +0000 2018,@FoxNews,1.0,0.0,0.0,58
58,-0.5994,Wed Aug 29 04:11:38 +0000 2018,@FoxNews,0.755,0.245,0.0,59
59,0.6124,Wed Aug 29 04:08:00 +0000 2018,@FoxNews,0.75,0.0,0.25,60
60,0.0,Wed Aug 29 06:22:52 +0000 2018,@FoxNews,1.0,0.0,0.0,61
61,0.25,Wed Aug 29 06:15:00 +0000 2018,@FoxNews,0.769,0.094,0.137,62
62,-0.5859,Wed Aug 29 06:07:00 +0000 2018,@FoxNews,0.625,0.306,0.069,63
63,0.4404,Wed Aug 29 06:00:03 +0000 2018,@FoxNews,0.669,0.105,0.226,64
64,0.0,Wed Aug 29 05:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,65
65,0.0,Wed Aug 29 05:45:00 +0000 2018,@FoxNews,1.0,0.0,0.0,66
66,-0.3182,Wed Aug 29 05:38:00 +0000 2018,@FoxNews,0.784,0.216,0.0,67
67,0.0,Wed Aug 29 05:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,68
68,-0.3818,Wed Aug 29 05:23:00 +0000 2018,@FoxNews,0.86,0.14,0.0,69
69,0.4404,Wed Aug 29 05:15:00 +0000 2018,@FoxNews,0.847,0.0,0.153,70
70,0.128,Wed Aug 29 05:07:00 +0000 2018,@FoxNews,0.889,0.0,0.111,71
71,0.0,Wed Aug 29 05:00:00 +0000 2018,@FoxNews,1.0,0.0,0.0,72
72,0.0,Wed Aug 29 04:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,73
73,-0.296,Wed Aug 29 04:45:00 +0000 2018,@FoxNews,0.82,0.18,0.0,74
74,0.0,Wed Aug 29 04:38:00 +0000 2018,@FoxNews,1.0,0.0,0.0,75
75,0.0,Wed Aug 29 04:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,76
76,0.0,Wed Aug 29 04:23:00 +0000 2018,@FoxNews,1.0,0.0,0.0,77
77,0.0,Wed Aug 29 04:16:44 +0000 2018,@FoxNews,1.0,0.0,0.0,78
78,-0.5994,Wed Aug 29 04:11:38 +0000 2018,@FoxNews,0.755,0.245,0.0,79
79,0.6124,Wed Aug 29 04:08:00 +0000 2018,@FoxNews,0.75,0.0,0.25,80
80,0.0,Wed Aug 29 06:22:52 +0000 2018,@FoxNews,1.0,0.0,0.0,81
81,0.25,Wed Aug 29 06:15:00 +0000 2018,@FoxNews,0.769,0.094,0.137,82
82,-0.5859,Wed Aug 29 06:07:00 +0000 2018,@FoxNews,0.625,0.306,0.069,83
83,0.4404,Wed Aug 29 06:00:03 +0000 2018,@FoxNews,0.669,0.105,0.226,84
84,0.0,Wed Aug 29 05:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,85
85,0.0,Wed Aug 29 05:45:00 +0000 2018,@FoxNews,1.0,0.0,0.0,86
86,-0.3182,Wed Aug 29 05:38:00 +0000 2018,@FoxNews,0.784,0.216,0.0,87
87,0.0,Wed Aug 29 05:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,88
88,-0.3818,Wed Aug 29 05:23:00 +0000 2018,@FoxNews,0.86,0.14,0.0,89
89,0.4404,Wed Aug 29 05:15:00 +0000 2018,@FoxNews,0.847,0.0,0.153,90
90,0.128,Wed Aug 29 05:07:00 +0000 2018,@FoxNews,0.889,0.0,0.111,91
91,0.0,Wed Aug 29 05:00:00 +0000 2018,@FoxNews,1.0,0.0,0.0,92
92,0.0,Wed Aug 29 04:53:00 +0000 2018,@FoxNews,1.0,0.0,0.0,93
93,-0.296,Wed Aug 29 04:45:00 +0000 2018,@FoxNews,0.82,0.18,0.0,94
94,0.0,Wed Aug 29 04:38:00 +0000 2018,@FoxNews,1.0,0.0,0.0,95
95,0.0,Wed Aug 29 04:30:00 +0000 2018,@FoxNews,1.0,0.0,0.0,96
96,0.0,Wed Aug 29 04:23:00 +0000 2018,@FoxNews,1.0,0.0,0.0,97
97,0.0,Wed Aug 29 04:16:44 +0000 2018,@FoxNews,1.0,0.0,0.0,98
98,-0.5994,Wed Aug 29 04:11:38 +0000 2018,@FoxNews,0.755,0.245,0.0,99
99,0.6124,Wed Aug 29 04:08:00 +0000 2018,@FoxNews,0.75,0.0,0.25,100
0,0.296,Wed Aug 29 06:21:17 +0000 2018,@nytimes,0.885,0.0,0.115,1
1,0.197,Wed Aug 29 06:00:11 +0000 2018,@nytimes,0.721,0.124,0.155,2
2,0.0,Wed Aug 29 05:45:04 +0000 2018,@nytimes,1.0,0.0,0.0,3
3,0.0,Wed Aug 29 05:30:06 +0000 2018,@nytimes,1.0,0.0,0.0,4
4,0.4019,Wed Aug 29 05:15:09 +0000 2018,@nytimes,0.886,0.0,0.114,5
5,0.5719,Wed Aug 29 05:02:06 +0000 2018,@nytimes,0.829,0.0,0.171,6
6,0.0,Wed Aug 29 04:47:06 +0000 2018,@nytimes,1.0,0.0,0.0,7
7,-0.5574,Wed Aug 29 04:32:02 +0000 2018,@nytimes,0.825,0.175,0.0,8
8,0.8519,Wed Aug 29 04:17:03 +0000 2018,@nytimes,0.493,0.0,0.507,9
9,0.0,Wed Aug 29 04:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,10
10,-0.296,Wed Aug 29 03:56:40 +0000 2018,@nytimes,0.896,0.104,0.0,11
11,-0.1531,Wed Aug 29 03:47:02 +0000 2018,@nytimes,0.728,0.15,0.121,12
12,-0.4588,Wed Aug 29 03:32:04 +0000 2018,@nytimes,0.833,0.167,0.0,13
13,0.0,Wed Aug 29 03:22:21 +0000 2018,@nytimes,1.0,0.0,0.0,14
14,0.1027,Wed Aug 29 03:17:06 +0000 2018,@nytimes,0.828,0.079,0.093,15
15,0.0,Wed Aug 29 03:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,16
16,-0.4215,Wed Aug 29 02:51:06 +0000 2018,@nytimes,0.865,0.135,0.0,17
17,-0.5574,Wed Aug 29 02:41:00 +0000 2018,@nytimes,0.805,0.195,0.0,18
18,0.0,Wed Aug 29 02:31:05 +0000 2018,@nytimes,1.0,0.0,0.0,19
19,0.0,Wed Aug 29 02:17:02 +0000 2018,@nytimes,1.0,0.0,0.0,20
20,0.296,Wed Aug 29 06:21:17 +0000 2018,@nytimes,0.885,0.0,0.115,21
21,0.197,Wed Aug 29 06:00:11 +0000 2018,@nytimes,0.721,0.124,0.155,22
22,0.0,Wed Aug 29 05:45:04 +0000 2018,@nytimes,1.0,0.0,0.0,23
23,0.0,Wed Aug 29 05:30:06 +0000 2018,@nytimes,1.0,0.0,0.0,24
24,0.4019,Wed Aug 29 05:15:09 +0000 2018,@nytimes,0.886,0.0,0.114,25
25,0.5719,Wed Aug 29 05:02:06 +0000 2018,@nytimes,0.829,0.0,0.171,26
26,0.0,Wed Aug 29 04:47:06 +0000 2018,@nytimes,1.0,0.0,0.0,27
27,-0.5574,Wed Aug 29 04:32:02 +0000 2018,@nytimes,0.825,0.175,0.0,28
28,0.8519,Wed Aug 29 04:17:03 +0000 2018,@nytimes,0.493,0.0,0.507,29
29,0.0,Wed Aug 29 04:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,30
30,-0.296,Wed Aug 29 03:56:40 +0000 2018,@nytimes,0.896,0.104,0.0,31
31,-0.1531,Wed Aug 29 03:47:02 +0000 2018,@nytimes,0.728,0.15,0.121,32
32,-0.4588,Wed Aug 29 03:32:04 +0000 2018,@nytimes,0.833,0.167,0.0,33
33,0.0,Wed Aug 29 03:22:21 +0000 2018,@nytimes,1.0,0.0,0.0,34
34,0.1027,Wed Aug 29 03:17:06 +0000 2018,@nytimes,0.828,0.079,0.093,35
35,0.0,Wed Aug 29 03:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,36
36,-0.4215,Wed Aug 29 02:51:06 +0000 2018,@nytimes,0.865,0.135,0.0,37
37,-0.5574,Wed Aug 29 02:41:00 +0000 2018,@nytimes,0.805,0.195,0.0,38
38,0.0,Wed Aug 29 02:31:05 +0000 2018,@nytimes,1.0,0.0,0.0,39
39,0.0,Wed Aug 29 02:17:02 +0000 2018,@nytimes,1.0,0.0,0.0,40
40,0.296,Wed Aug 29 06:21:17 +0000 2018,@nytimes,0.885,0.0,0.115,41
41,0.197,Wed Aug 29 06:00:11 +0000 2018,@nytimes,0.721,0.124,0.155,42
42,0.0,Wed Aug 29 05:45:04 +0000 2018,@nytimes,1.0,0.0,0.0,43
43,0.0,Wed Aug 29 05:30:06 +0000 2018,@nytimes,1.0,0.0,0.0,44
44,0.4019,Wed Aug 29 05:15:09 +0000 2018,@nytimes,0.886,0.0,0.114,45
45,0.5719,Wed Aug 29 05:02:06 +0000 2018,@nytimes,0.829,0.0,0.171,46
46,0.0,Wed Aug 29 04:47:06 +0000 2018,@nytimes,1.0,0.0,0.0,47
47,-0.5574,Wed Aug 29 04:32:02 +0000 2018,@nytimes,0.825,0.175,0.0,48
48,0.8519,Wed Aug 29 04:17:03 +0000 2018,@nytimes,0.493,0.0,0.507,49
49,0.0,Wed Aug 29 04:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,50
50,-0.296,Wed Aug 29 03:56:40 +0000 2018,@nytimes,0.896,0.104,0.0,51
51,-0.1531,Wed Aug 29 03:47:02 +0000 2018,@nytimes,0.728,0.15,0.121,52
52,-0.4588,Wed Aug 29 03:32:04 +0000 2018,@nytimes,0.833,0.167,0.0,53
53,0.0,Wed Aug 29 03:22:21 +0000 2018,@nytimes,1.0,0.0,0.0,54
54,0.1027,Wed Aug 29 03:17:06 +0000 2018,@nytimes,0.828,0.079,0.093,55
55,0.0,Wed Aug 29 03:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,56
56,-0.4215,Wed Aug 29 02:51:06 +0000 2018,@nytimes,0.865,0.135,0.0,57
57,-0.5574,Wed Aug 29 02:41:00 +0000 2018,@nytimes,0.805,0.195,0.0,58
58,0.0,Wed Aug 29 02:31:05 +0000 2018,@nytimes,1.0,0.0,0.0,59
59,0.0,Wed Aug 29 02:17:02 +0000 2018,@nytimes,1.0,0.0,0.0,60
60,0.296,Wed Aug 29 06:21:17 +0000 2018,@nytimes,0.885,0.0,0.115,61
61,0.197,Wed Aug 29 06:00:11 +0000 2018,@nytimes,0.721,0.124,0.155,62
62,0.0,Wed Aug 29 05:45:04 +0000 2018,@nytimes,1.0,0.0,0.0,63
63,0.0,Wed Aug 29 05:30:06 +0000 2018,@nytimes,1.0,0.0,0.0,64
64,0.4019,Wed Aug 29 05:15:09 +0000 2018,@nytimes,0.886,0.0,0.114,65
65,0.5719,Wed Aug 29 05:02:06 +0000 2018,@nytimes,0.829,0.0,0.171,66
66,0.0,Wed Aug 29 04:47:06 +0000 2018,@nytimes,1.0,0.0,0.0,67
67,-0.5574,Wed Aug 29 04:32:02 +0000 2018,@nytimes,0.825,0.175,0.0,68
68,0.8519,Wed Aug 29 04:17:03 +0000 2018,@nytimes,0.493,0.0,0.507,69
69,0.0,Wed Aug 29 04:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,70
70,-0.296,Wed Aug 29 03:56:40 +0000 2018,@nytimes,0.896,0.104,0.0,71
71,-0.1531,Wed Aug 29 03:47:02 +0000 2018,@nytimes,0.728,0.15,0.121,72
72,-0.4588,Wed Aug 29 03:32:04 +0000 2018,@nytimes,0.833,0.167,0.0,73
73,0.0,Wed Aug 29 03:22:21 +0000 2018,@nytimes,1.0,0.0,0.0,74
74,0.1027,Wed Aug 29 03:17:06 +0000 2018,@nytimes,0.828,0.079,0.093,75
75,0.0,Wed Aug 29 03:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,76
76,-0.4215,Wed Aug 29 02:51:06 +0000 2018,@nytimes,0.865,0.135,0.0,77
77,-0.5574,Wed Aug 29 02:41:00 +0000 2018,@nytimes,0.805,0.195,0.0,78
78,0.0,Wed Aug 29 02:31:05 +0000 2018,@nytimes,1.0,0.0,0.0,79
79,0.0,Wed Aug 29 02:17:02 +0000 2018,@nytimes,1.0,0.0,0.0,80
80,0.296,Wed Aug 29 06:21:17 +0000 2018,@nytimes,0.885,0.0,0.115,81
81,0.197,Wed Aug 29 06:00:11 +0000 2018,@nytimes,0.721,0.124,0.155,82
82,0.0,Wed Aug 29 05:45:04 +0000 2018,@nytimes,1.0,0.0,0.0,83
83,0.0,Wed Aug 29 05:30:06 +0000 2018,@nytimes,1.0,0.0,0.0,84
84,0.4019,Wed Aug 29 05:15:09 +0000 2018,@nytimes,0.886,0.0,0.114,85
85,0.5719,Wed Aug 29 05:02:06 +0000 2018,@nytimes,0.829,0.0,0.171,86
86,0.0,Wed Aug 29 04:47:06 +0000 2018,@nytimes,1.0,0.0,0.0,87
87,-0.5574,Wed Aug 29 04:32:02 +0000 2018,@nytimes,0.825,0.175,0.0,88
88,0.8519,Wed Aug 29 04:17:03 +0000 2018,@nytimes,0.493,0.0,0.507,89
89,0.0,Wed Aug 29 04:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,90
90,-0.296,Wed Aug 29 03:56:40 +0000 2018,@nytimes,0.896,0.104,0.0,91
91,-0.1531,Wed Aug 29 03:47:02 +0000 2018,@nytimes,0.728,0.15,0.121,92
92,-0.4588,Wed Aug 29 03:32:04 +0000 2018,@nytimes,0.833,0.167,0.0,93
93,0.0,Wed Aug 29 03:22:21 +0000 2018,@nytimes,1.0,0.0,0.0,94
94,0.1027,Wed Aug 29 03:17:06 +0000 2018,@nytimes,0.828,0.079,0.093,95
95,0.0,Wed Aug 29 03:03:04 +0000 2018,@nytimes,1.0,0.0,0.0,96
96,-0.4215,Wed Aug 29 02:51:06 +0000 2018,@nytimes,0.865,0.135,0.0,97
97,-0.5574,Wed Aug 29 02:41:00 +0000 2018,@nytimes,0.805,0.195,0.0,98
98,0.0,Wed Aug 29 02:31:05 +0000 2018,@nytimes,1.0,0.0,0.0,99
99,0.0,Wed Aug 29 02:17:02 +0000 2018,@nytimes,1.0,0.0,0.0,100
